CLA_PERDED	CLA_EMPRESA	CLA_GPO_EXPERDED	NOM_PERDED	TIPO_PERDED	STATUS	CLASIFICACION	FORMULA	EXENCION	TOPE_EXEN	TOPE	EXEN_IMSS	APLICA	ESBASE_IMSS	ESBASE_NOMINA	ESBASE_INFON	ESBASE_PTU	TRATA_FISCAL	NOM_NOR	NOM_AGUI	NOM_PTU	NOM_FIN	NOM_ESP	NOM_VAC	ALTERNAR	FORMULA_SQL	EXENCION_SQL	TOPE_EXEN_SQL	TOPE_SQL	EXEN_IMSS_SQL	ORDEN	APLICA_TODO_PUE	APLICA_TODA_UBI	APLICA_TODO_PER	IMPRIME_UNIDAD	TEXTO_UNIDAD	PERMITE_NEGATIVOS	PERMITE_CEROS	AVANZADO_WHERE_SQL	ES_EXTERNO	FUENTE_EXTERNA	TRUNCAR	REDONDEO	DECIMALES	NO_IMPRIMIR	NO_AFECTAR_NETO	GRUPO_CAL1	GRUPO_CAL2	GRUPO_CAL3	GRUPO_CAL4	ES_NETO	FECHA_ULT_CAMBIO	LLEVA_HISTO	ESBASE_ISPT	CLA_PERDED_ACUM	ES_BASE_FAHORRO	DETALLAR_PERDED	MOSTRAR_SALDO	LLEVA_ACUM	NOM_CORTO	ESBASE_IMSS_FIJO	DIAS_FIJO	EVA_MASIVA	ES_PROVISION	CLASIF_DEC_SUELDOS	PREVISION_SOCIAL	CLA_GPO_EXCLUSION	TOPE_EXCLUSION	TOPE_EXCLUSION_SQL	EXCLUSION_SQL	EXCLUSION	SALDAR_EN_FIQ	FOR_MONTO	FOR_MONTO_SQL	CALC_ISR_PARCIAL	APLICA_RETROACTIVO	CLA_PERDED_RETROACTIVO	WHERE_SQL_RETRO	FORMULA_SQL_RETRO	TOPE_SQL_RETRO	TIPO_CALC_RETRO	CLA_PERDED_RETRO_NEG	REDONDEO_MONTO	DECIMALES_MONTO	PORC_INCREM_PROMO	NO_APLICAR_PROYECCION	APLICA_SALDO_VALES	CEILING	TIPO_PERDED_FORTIA	TIPO_PERDED_SAT	CONSERVAR_MOV	DEDUCCION_GRAVADA	EN_ESPECIE	CLA_METODO_PAGO	TIPO_HORA_EXTRA_SAT	TIPO_OTRO_PAGO_SAT	ORIGEN_RECURSO_SAT
5053	4	0	MEDIA H ALIM CALC             	10	B	0	#MHALIM					T	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.FFN_R_IMPORTE_MHA_IPA (t2.cla_empresa, t2.cla_trab,t1.folio_nom, t1.cla_perded, t1.cla_periodo,t1.num_nomina,t1.cla_tab_sue,t1.niv_tab_sue, t1.cla_turno,t1.fecha_mov)"					2	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	23/11/2013 00:00	1	0	0	0	1	0	0	A G T	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5054	4	0	MEDIA HORA TURNO CALC         	10	A	0	#HORAT					I	0	1	0	0	1	1	0	0	0	0	0	0	"dbo.FFN_R_IMPORTE_HT_IPA (t2.cla_empresa, t2.cla_trab,t1.folio_nom, t1.cla_perded, t1.cla_periodo,t1.num_nomina,t1.cla_tab_sue,t1.niv_tab_sue, t1.cla_turno,t1.fecha_mov)"					2	0	0	0	0		0	0	"AND T1.CLA_TURNO IN (1,2,3)"	0	NULL	0	0	0	1	1	0	0	0	0	0	31/10/2012 16:10	1	0	0	0	1	0	0	MHTC 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5055	4	0	DOMINGO TRABAJADO OBR CALC    	10	A	0	#SUELDOCIA * 2					I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2"					2	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	05/10/2012 00:08	1	0	0	0	1	0	0	DTOC 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5056	4	0	SABADO TRABAJADO CALC         	10	A	0	#SUELDOCIA	NULL	NULL	NULL	NULL	I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)"	NULL	NULL	NULL	NULL	2	0	0	0	1	Dias	0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	07/10/2013 15:17	1	0	0	0	1	0	0	STCAL	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5057	4	0	PRIMA SABATINA OB CALC        	10	A	0	#SUELDOCIA * (.40)					I	0	1	0	0	1	1	0	0	1	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*(.40)"					2	0	0	0	1	40%	0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	20/10/2012 14:02	1	0	0	0	0	0	0	PSABC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5058	4	0	TURNO ADICIONAL CALC          	10	A	0	#SUELDOCIA					I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)"					2	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	22/10/2012 12:03	1	0	0	0	0	0	0	TADIC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5059	4	0	FESTIVO TRABAJADO CALC        	10	A	0	#SUELDOCIA * 2					I	0	0	0	0	1	1	0	0	0	0	0	0	"dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2"				NULL	2	0	0	0	0	NULL	0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	19/10/2012 11:49	1	0	0	0	0	0	0	FTRAC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5060	4	0	COMPENSACION FIJA CALC        	10	A	0	1	NULL	NULL	NULL	NULL	I	0	0	0	0	1	1	0	0	0	0	0	0	1	NULL	NULL	NULL	NULL	2	0	0	0	0	NULL	0	0	NULL	0	NULL	0	0	0	1	1	0	0	0	0	0	24/10/2012 02:58	1	0	0	0	0	0	0	CFCAL	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	0	0	0	NULL	NULL	NULL	0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5061	4	0	PRIMA DOMINICAL CALC          	10	A	0	(#SUELDOCIA * 2) * (.125)					I	0	0	0	0	1	1	0	0	0	0	0	0	"(dbo.ffn_sueldo_ing_v2 ( t1.cla_empresa  , t1.cla_trab , t1.cla_periodo , t1.num_nomina , t1.fol_auto , t1.fecha_aplica, t1.cla_tab_sue, t1.cla_turno)*2)*(.125)"					5	0	0	1	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	12/12/2012 10:59	1	0	0	0	0	0	0	PRIMD	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5062	4	0	COMPENSACION CALC             	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					3	0	1	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	04/07/2013 12:12	1	0	0	0	0	0	0	COM  	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5063	4	0	RENTA DE CASA CAL             	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					175	0	1	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	04/07/2013 12:13	1	0	0	0	0	0	0	RENTA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5402	4	0	FEMP CALC                     	50	A	20	@C02026		NULL	SAL_MIN * 1.3 * 7	NULL	T	0	0	0	0	0	1	0	0	0	0	0	0	@C02026			t2.SAL_MIN_ZONA*1.3*7		140	0	0	0	0		0	0	AND T3.APLICA_FA = 1	0	NULL	0	0	0	1	1	0	0	0	0	0	19/02/2013 09:59	1	0	0	0	0	0	0	FEMCA	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
5413	4	0	GASTO A COMPROBAR NOR         	50	A	0	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					4110	0	1	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	10/07/2013 10:18	1	0	0	0	0	0	0	GASTO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5414	4	0	GASTO A COMPROBAR BON         	50	A	20	1		NULL		NULL	I	0	0	0	0	0	0	0	0	0	1	0	0	1					5410	0	1	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	10/07/2013 10:20	1	0	0	0	0	0	0	GASTO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5450	4	0	DIAS INC ENF                  	10	B	0	0					I	0	0	0	0	1	1	0	0	0	0	0	0	0					6	0	0	1	0		0	1		0	NULL	0	0	0	1	1	0	0	0	0	0	20/12/2012 15:55	1	0	0	0	0	0	0	D INC	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5504	4	0	DESC.SIND.NOM                 	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					5030	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	10/07/2013 09:54	1	0	0	0	0	0	0	DESC.	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5505	4	0	DESC.SIND. BONO               	50	A	20	1		NULL		NULL	I	0	0	0	0	0	0	0	0	0	1	0	0	1					5030	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	10/07/2013 10:00	1	0	0	0	0	0	0	DESC.	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5506	4	0	DESC SIND SEG BONO            	50	A	20	1		NULL		NULL	I	0	0	0	0	0	0	0	0	0	1	0	0	1					5030	0	0	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	25/07/2013 09:31	1	0	0	0	0	0	0	DESC 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5507	4	0	DESC. SIND. UTILES ESC.       	50	A	20	1		NULL		NULL	I	0	0	0	0	0	0	0	0	0	1	0	0	1					5010	0	1	0	0		0	0		0	NULL	0	0	0	1	1	0	0	0	0	0	15/08/2013 09:55	1	0	0	0	0	0	0	DESC.	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6018	4	0	FESTIVO LEY VAL               	10	A	0	1					I	0	0	0	0	1	1	0	0	0	0	0	0	1					4	0	0	0	0		1	0		0	NULL	0	0	0	1	1	0	0	0	0	0	07/05/2014 13:12	1	0	0	0	0	0	0	FEST 	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
6402	4	0	FEVAL                         	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					140	0	0	0	0		1	0		0	NULL	0	0	0	1	1	0	0	0	0	0	19/02/2013 10:05	1	0	0	0	0	0	0	FONDO	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
6408	4	0	FOH T VAL                     	50	A	20	1		NULL		NULL	I	0	0	0	0	0	1	0	0	0	0	0	0	1					140	0	0	0	0		1	0		0	NULL	0	0	0	1	1	0	0	0	0	0	19/02/2013 10:30	1	0	0	0	0	0	0	FOH V	0	0	1	0	0	0	0	NULL	NULL	NULL	NULL	0			0	0	0				0	0	0	0	0	0	0	0	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL
